0.000000000000000000e+00,0.000000000000000000e+00
-1.716510446331381001e-01,7.766827452997146497e-02
-2.889354422560422853e-01,1.549660724615241347e-01
-3.693914745254073817e-01,2.248930679852221559e-01
-4.238058131334523360e-01,2.851707337181168533e-01
-4.626814012803873166e-01,3.277988529095563486e-01
-5.250064198695162387e-01,3.641826736788350560e-01
-5.326498385018401116e-01,3.672945489622389537e-01
-5.377004493544067509e-01,3.543164303996181874e-01
-5.411958988357966627e-01,3.434828300111786858e-01
-5.430237222612848136e-01,3.341451838254861917e-01
-5.424351281999203467e-01,3.557473587269098791e-01
-5.405945631168436183e-01,3.778768277160234335e-01
-5.377088225302747437e-01,3.978755130610881485e-01
-5.340966304419773047e-01,4.159357191341407911e-01
-5.299905174210340908e-01,4.322095341119454037e-01
-5.257938109092813450e-01,4.470130196437298031e-01
-5.214026724976168481e-01,4.603620689252369003e-01
-5.170458388935206262e-01,4.724817201417919610e-01
-5.134195040730781256e-01,4.838803106798194031e-01
-4.525306864799506501e-01,4.639449495002839763e-01
-4.206618222385482553e-01,4.578796854633698232e-01
-3.910155738386071889e-01,4.515978212614749632e-01
-3.638349523470669755e-01,4.449545191612542805e-01
-3.386962776502412398e-01,4.382599287171109470e-01
-3.153899332201894334e-01,4.315557120017318726e-01
-2.937359003102881783e-01,4.248757506183217236e-01
-2.735735054778835051e-01,4.182278264882343666e-01
-2.547659720281611473e-01,4.115400422988685358e-01
-2.372657886386468074e-01,4.053881802037202498e-01
-2.208543045579076103e-01,3.995564002492871802e-01
-2.053496965865891921e-01,3.931412275541891765e-01
-1.908157912721625826e-01,3.869964507060894010e-01
-1.043236094240868918e-02,2.919598447611242431e-01
6.772187721411158934e-02,2.084757665186053877e-01
1.339726372754773409e-01,1.372231156773068284e-01
1.941929729887219847e-01,7.584475691882977544e-02
3.421198196414286241e-01,-2.113633255389833765e-02
4.132710766243295475e-01,-9.725131561283811843e-02
5.407130077319836081e-01,-1.627026537780081883e-01
6.149084683557898279e-01,-2.132214305240779373e-01
7.364450182383116550e-01,-2.429878401537662325e-01
8.804555127646344070e-01,-2.517353282713686302e-01
9.776904579610899981e-01,-2.636551196109455097e-01
1.065250646589713801e+00,-2.763705908706399206e-01
1.204113748623085511e+00,-2.618130525090576199e-01
1.297167673327770165e+00,-2.583905073616491466e-01
1.468383711514271495e+00,-2.202012975406961170e-01
1.655659851901209345e+00,-1.588037183777043226e-01
1.802269854883230105e+00,-1.155936243970701743e-01
1.907326959734214400e+00,-8.132701266805944518e-02
2.007836798345836282e+00,-5.460705195429626374e-02
2.104453925798282388e+00,-3.417905291971030934e-02
2.197225048060035490e+00,-1.892067419851155632e-02
2.285985661697464977e+00,-7.894676083382897586e-03
2.361835919908704451e+00,-5.010509796082502666e-03
2.433264305352275336e+00,-8.165093110928896281e-03
2.501785702935703792e+00,-1.516252755973813461e-02
2.569932237317166468e+00,-2.118510457697945354e-02
2.635624656665200405e+00,-2.637757329128560119e-02
2.845844080962645073e+00,9.465053130223756439e-02
2.961133188254839954e+00,1.989284226074804485e-01
3.089419831868427391e+00,2.678168284971358393e-01
3.209920482618090709e+00,3.135223616901834376e-01
3.434288221343032799e+00,3.948198215690760238e-01
3.588293638972773980e+00,4.335663510303211510e-01
3.798884097717211361e+00,4.255447731803083666e-01
3.912953879687854908e+00,3.713739999952120341e-01
4.054170772686901181e+00,3.872448055194098737e-01
4.179259070283857902e+00,3.933267965746254369e-01
4.284177143458376413e+00,3.917880580419694780e-01
4.367299369970038647e+00,3.838946878313007627e-01
4.372160444927563283e+00,3.179795279609851644e-01
4.407776988384124017e+00,3.178495019112982378e-01
4.471060985885043415e+00,3.228830307520808574e-01
4.530980386142013927e+00,3.264251855574769601e-01
4.587695010790072025e+00,3.286008269750228528e-01
4.642284690062236763e+00,3.298336737922185069e-01
4.694846550983602818e+00,3.302031075309537211e-01
4.745757496344498172e+00,3.298549836712760808e-01
4.795342527857589410e+00,3.289041016811836693e-01
4.843084883168067734e+00,3.278541595843103007e-01
4.891206700727619427e+00,3.278990085630169027e-01
4.939740868780995164e+00,3.276366228643088907e-01
4.991977150213429582e+00,3.269220142389952510e-01
5.038950367313715262e+00,3.253042621470917939e-01
5.091154951570657339e+00,3.241542493470454533e-01
5.140078022149023873e+00,3.227108266739473486e-01
5.188332404759597338e+00,3.211892176872080951e-01
5.240714596590815511e+00,3.200086123030378982e-01
5.290001912972384090e+00,3.190850140034937055e-01
